user_pseudo_id,experiment_group,ad_revenue,iap_revenue,total_revenue
1f12fc0bbba243285809cc7313e105e4,1.0,0.0,0.0,0.0
31df7ed82ce919356419d2c44674967b,1.0,0.0,0.0,0.0
380a15231d3dd218dae9dbd4b9620f21,1.0,0.0,0.0,0.0
3a62a089f25e75b200d774d8bfcfc1ff,1.0,0.0,0.0,0.0
3cadf251d38e5fa12b078269c3894d80,0.0,0.0,0.0,0.0
53c9589d8d895b9a4be6d5cf9fa435c6,0.0,0.0,0.0,0.0
70ea38740d14a923db94e41927afe421,1.0,0.0,0.0,0.0
72e110fbe8dc3cc5906b312263e03342,0.0,0.0,0.0,0.0
8dc5de1166f4af1dce1253d1242c6b29,0.0,0.0,0.0,0.0
91fe9e3ebc2d2e25aa9c9fca369b474d,0.0,0.0,0.0,0.0
98fe429f25f9fb7840b329d2868fdec3,1.0,0.0,0.0,0.0
bc5bec399e93cca61a66f9779944b6e4,1.0,0.0,0.0,0.0
c1632f5aa10019506afb8a6f576d3148,1.0,0.0,0.0,0.0
c60bae4e3a60d9de98ea0d2a4dd3f097,0.0,2.791341483592987,14.75156,17.542901483592985
d0847d2d80f045d719a308c1cfac9634,1.0,0.0,0.0,0.0
e3e36584a3ba1cded7bc143a4dd66977,1.0,0.0652902852743863,0.0,0.0652902852743863
f1baeb7690acd727bd925649d9a0d353,0.0,0.0,0.0,0.0
f54c62a23ca5867a198a053b9c5519a2,0.0,0.0,0.0,0.0
53ff020c0daf10c3f074ce0d993097bc,1.0,0.0,0.0,0.0
9cdbd4be0092bdbdaba47343e9b62829,1.0,0.0,0.0,0.0
79d0d3f104c024eaaf6829b75dad76c2,1.0,0.0,0.0,0.0
b330008a31bf7b130b3c760c7b9affb6,1.0,0.0,0.0,0.0
ecfaf7596c8b98ad264c3f417733c9a2,0.0,0.3858432513079583,0.0,0.3858432513079583
55ba55bb8a01adb7e2ec6f1408476b24,1.0,0.0,0.0,0.0
1148400386b7f012f95d21578ff65db5,0.0,0.0,0.0,0.0
87b4e434505f8dc35500654dab5bd5b5,0.0,0.0,0.0,0.0
072a25a740671ae8b66d49ab2c117ab3,0.0,0.0,0.0,0.0
c076016849e592fa8e2a9980c85dd021,1.0,0.0,0.0,0.0
beeac382b3fa305cbb7409ca68ec85b2,1.0,0.0,0.0,0.0
2b2d072d448e09204542585d09e0529d,1.0,0.0104818837717175,0.0,0.0104818837717175
336db3dd91265749dcf16d7be0e2c759,1.0,0.0,0.0,0.0
508025db51c3130f35cc524b866c7245,0.0,0.0,0.0,0.0
f3ba2d37deb41b14cecfa6a24ae13619,0.0,0.0,0.0,0.0
f997172e65812fc67c42588693b044f8,1.0,0.0,0.0,0.0
03010215b23304d597759091a3f502c1,1.0,0.0,0.0,0.0
0cde070e78c67a5b81c4ed89527469a8,0.0,0.0,0.0,0.0
52777b7a1a4e36273617a3189769f287,1.0,0.0,0.0,0.0
59e0b8c62a02f3553c465a6958f76e1a,1.0,0.0,0.0,0.0
8988d5a1acc4104aa9f4c2d367ee82ce,1.0,0.0,0.0,0.0
a022f871aefdad7e4b5ef302281046f7,1.0,0.0,0.0,0.0
32310f417c5ef5040f5eac7362729e3c,1.0,0.0,0.0,0.0
a9a411846060ade2cadd206a5ee58f32,0.0,0.0,0.0,0.0
911dfc8f1e68b9c4be0a2c32cdd0a677,0.0,0.0,0.0,0.0
509562c11f4dde2616a99b440b47fbc5,1.0,0.0,0.0,0.0
66f827dd527384661b6bd2fcb9d53b5e,1.0,0.0,0.0,0.0
9796d1e69fe2b9ea1ac24aeed1faf74d,1.0,0.0,0.0,0.0
c782362d711abff49c88d2ee647c671c,1.0,0.0,0.0,0.0
dae0a658baa717316f98f01499aee3ed,0.0,0.0,0.0,0.0
5625d42cac6fa8640aac1b2cb0feb0d6,0.0,0.0,0.0,0.0
9784f95b23627fd35b2d21775c500c51,1.0,0.0,0.0,0.0
d6fbc34be1521f6729349d2abab0de2a,1.0,0.0,0.0,0.0
f76df2a332ebc1f10e4ba17058165687,1.0,0.0,0.0,0.0
80499660cfc0f7dfa083ef97e6f16acc,0.0,0.0,0.0,0.0
5048e610bd6aa80f8cdd2575b05e205c,0.0,0.0,0.0,0.0
8fcc4a6907ae086bd8648fee7a4e1e78,1.0,0.0,0.0,0.0
eaf956cfffb4d0b0690462e7afe4fd50,0.0,0.0,0.0,0.0
624eb8cf597edfac09f6192fea63b549,1.0,0.0,0.0,0.0
b9e4f5fcf5123c5edb48695eea05dd02,1.0,0.0,0.0,0.0
85840612bc929db7cd6c7f803431f98c,0.0,0.0,0.0,0.0
a7c16fc48366fd1210cd9e3bd54c0597,1.0,0.0,0.0,0.0
fe965a4cf44e64afa6d6ea777059106b,0.0,0.0,0.0,0.0
bf6f2c7acab691849b19d21e9f96c43a,1.0,0.0,0.0,0.0
59697ba3a33720231120f7ddb60c2e9e,1.0,0.0,0.0,0.0
249dd1416752f230d90a367725c1d689,1.0,0.0,0.0,0.0
8e828b66fd2ae4744cf58f7d70e69278,1.0,0.0,0.0,0.0
04e04210c0ba7ea8ff4d810db1b67e2e,0.0,0.0,0.0,0.0
4a49a543a9ab314ede6586f7d1bc9484,1.0,0.0,0.0,0.0
e0f6fd8bac796c5bacadcdf976b8b56a,1.0,0.0,0.0,0.0
f0af2e142bb6f54e47e62954029b37e3,1.0,0.0,0.0,0.0
15eedb1b6decac5a7d2637c06632cf7e,1.0,0.0,0.0,0.0
2ee1a90913aa6d213cb29b6c10cd3659,0.0,0.1152795935049653,0.0,0.1152795935049653
5823bd370b893ce60941a5472507799a,0.0,0.0,0.0,0.0
e8d9d4f678ffca9671ca38d7c0b37e98,1.0,0.0,0.0,0.0
578b81cd0d79912212a35fe3be76118e,0.0,0.0,0.0,0.0
96c6b3b1c3ddaa8d81b2bd28d96b885e,0.0,0.0,0.0,0.0
5c51339834a9eb8b47e922c186db36f7,0.0,0.0,0.0,0.0
06462ddc38501743278267986ab0d747,0.0,0.0,0.0,0.0
2974c14393f8681410c8e0c4d42f07a8,0.0,0.0,0.0,0.0
998b8570e75e983a6b985aef70ddf585,1.0,0.0,0.0,0.0
9fcb32e7a15434806a68eee1e55a02fe,0.0,0.0,0.0,0.0
6d52c0870355705232c30b9431f2006f,0.0,0.0,0.0,0.0
c3a3b587880a35effb2ccc616bb10cf6,0.0,0.0,0.0,0.0
27d611fd78cb65265d9a50873130253b,1.0,0.0,0.0,0.0
2d58bc5e961bba9782728e453627dca9,1.0,0.0,0.0,0.0
6df1c3b954aba0361c1ab4100e61407a,0.0,0.0,0.0,0.0
948c9f844913cdd0234ed2982ef4af56,1.0,0.0,0.0,0.0
b125ab2c1eba19cc609af9e24a4b5754,0.0,0.0,0.0,0.0
1e54964ba7ae258b77ee3838b32e8c61,0.0,0.0215800153091549,0.0,0.0215800153091549
446378c2f3238d34a2e0a6d895bdfba9,1.0,0.0,0.0,0.0
2e3cefd6577bf9548b0aeb44baf8aa13,1.0,0.0,0.0,0.0
512a8b97cd4951e58ae2f31aee3aea26,1.0,0.0870803268626332,0.0,0.0870803268626332
66bc9d5e921d8f21a8d1b3cc897bd143,0.0,0.0,0.0,0.0
9ac9f4cd56363193c842a2d2e1ebcf65,0.0,0.0,0.0,0.0
4a53042251f715dbd6b9d885f7f94189,1.0,0.0,0.0,0.0
0af3b05a67fbcf491cc987d69ed5022f,1.0,0.0,0.0,0.0
25a367291a4229e78adb86719987d327,1.0,0.0,0.0,0.0
92f5fe3b15156ad69223906514a74295,1.0,0.0,0.0,0.0
977fa80d24a3a90d1044be566f97b739,1.0,0.0,0.0,0.0
e2dd600c5735dd45298ec52d6cd99ba3,0.0,0.0,0.0,0.0
d2463d7343cac54b6044b79feaa2e203,0.0,0.0,0.0,0.0
0c356b9a025781abaa33787378e6d816,1.0,0.4818995483219621,0.0,0.4818995483219621
cabb91b4c705d9065d9144f61da12450,0.0,0.0,0.0,0.0
124addab87ecdfba79ba9cde06b03cea,0.0,0.0,0.0,0.0
12bec8385343f254bb0ab183d2ac1f10,0.0,0.0,0.0,0.0
9182696265131c0ac33c7bd53fdbe785,0.0,0.0,0.0,0.0
236dcbcdbdbaddf58fb777878eb454c7,1.0,0.0,0.0,0.0
2a4dc879a8db1ade247cb7786b691dad,1.0,0.0,0.0,0.0
5437fd411a13a91d9be8db59ac50891d,0.0,0.0,0.0,0.0
8154c8d5a395c603b840ca356a7b837e,1.0,0.0,0.0,0.0
c1bc998d52c2c1373cb347f977fcebbd,0.0,0.0,0.0,0.0
fb45bdccff10787a2ca37c095c2139a7,0.0,0.0,0.0,0.0
502a25ec024791954b9240a87057a19b,0.0,0.0,0.0,0.0
26f9f48011c88e4a95cd2ce6c057a950,1.0,0.0,0.0,0.0
3db48fc7c8b3597941935f8589d7a046,1.0,0.0,0.0,0.0
3f54d02583730cd8e5477fda22a86997,0.0,0.0,0.0,0.0
87210fa5705b44761391680bc24c257a,0.0,0.0,0.0,0.0
c52204b5991837d322006e0ebda5255f,1.0,0.0,0.0,0.0
e0b5088b407bbceb12008c396c2259ce,0.0,0.0,0.0,0.0
a4eaa72b528a31f7e4c8d56d52354246,1.0,0.0,0.0,0.0
e3fd11b80843175fab574d85bc4c19fc,0.0,0.0,0.0,0.0
94da66c079a36db747956da87bb52506,0.0,0.0,0.0,0.0
fd6216f68cecef6e60105ff82a305717,1.0,0.0,0.0,0.0
996bc6faf718edf501bb7c35e02df2c5,1.0,0.0,0.0,0.0
9bf157d4bb65faf9ddd90b57f2d6abd5,1.0,0.69174241760629,0.0,0.69174241760629
56a89ec698426fc7265f07b630dda25d,1.0,0.0,0.0,0.0
b890677682d3e353dc6406861696ab02,1.0,0.0,0.0,0.0
199b729ac20c2e2211655308e9a56ff0,0.0,0.0,0.0,0.0
8f7adb43b8b4092ed04cb61494fa1c62,1.0,0.0,0.0,0.0
a898dae4bd9fa273a86bb0fd4a416195,0.0,0.0,0.0,0.0
6d0aaf30f8f318bd5ee865bb6dbb56e3,0.0,0.0,0.0,0.0
ce3c2bdab190b542b04fd57ee4177852,1.0,0.0,0.0,0.0
4e98ae6555d2965a6b246e1c1dc1a322,1.0,0.0,0.0,0.0
cabb4db6a87bd9a9ccf6a7654f108a8a,0.0,0.0,0.0,0.0
ceb6c1cfd45b51428898032c185f893b,0.0,0.0,0.0,0.0
841b7bdcf22b5ef04c665f721bafeb60,1.0,0.0,0.0,0.0
1a3b3f79fdbf8b069c35086d07050d1c,0.0,0.0,0.0,0.0
5029049f4fd450f0e36ea24ee4d5fd33,0.0,0.0,0.0,0.0
eff3198734cbd91af0d1e37f8623458f,1.0,0.0,0.0,0.0
6cf00c840c96f7a62a7f19c5df5f77cb,0.0,0.0,0.0,0.0
bffa7be180cf3f4c89243751bd0df15f,1.0,0.0,0.0,0.0
05289a8da330eec19dd39a993f21e4ef,0.0,0.0,0.0,0.0
19bddd9738a68a3ae0081b76819da865,0.0,0.0,0.0,0.0
609332848e8086e76ba3052226546197,0.0,0.0,0.0,0.0
3148b422068814bec048ca5eee4e6717,0.0,0.0,0.0,0.0
1d9d73ed50e6d543da07e9e259fe9859,1.0,0.0,0.0,0.0
dd20a0045cc2c833984e617aa054a989,0.0,1.3500254639657188,0.0,1.3500254639657188
28637a68ad441808a0e6e24173fb0345,1.0,0.0,0.0,0.0
5ce7125bcf8b33f46e071d932576b3b7,0.0,0.0,0.0,0.0
c9ac44ef8fbe20e6c2262b69223ccbeb,1.0,0.0,0.0,0.0
1eee5e0c97ebf635dc89e94b0f3af7af,1.0,0.0,0.0,0.0
4255174f64018fef4d7720511af26399,1.0,0.0,0.0,0.0
49f19b37fa4a9cb2c59b9aa22265317f,1.0,0.0,0.0,0.0
2fb892273f4b2fc3541265f08d82f92a,1.0,0.0,0.0,0.0
a5c84becfe2ff9ccbe3b99d985592524,0.0,0.0,0.0,0.0
f794ad456014b0aa240f2e6803b3bc7a,0.0,0.0,0.0,0.0
cbf3cd3d1e3bd13cf1f36c35d90de6ae,0.0,0.0,0.0,0.0
ca975b1cbf6d08fdf1fc06df7673d52d,1.0,0.0,0.0,0.0
cc386f5662d83810aa478bfdb47fbd2f,0.0,0.0,0.0,0.0
b25f5a2e82f5569bc53f7cebbc57e33a,1.0,0.0,0.0,0.0
d7be8f197bfe6ef147863ee490b8902e,1.0,0.0,0.0,0.0
ac1dc391aea638c14920dc07e8d11d0e,1.0,0.0,0.0,0.0
331d3bcc542035fd0eb237dcb3519770,0.0,0.0,0.0,0.0
75211e1dc9a7219adef06e69ff186059,1.0,0.0,0.0,0.0
efa9cc24538fd8ec39f3642c419f1d67,0.0,0.0,0.0,0.0
1f0f58225e047f5b875f47eee2dd829c,0.0,0.0,0.0,0.0
3db955bf9be75cef5e40bcd79c794e2e,0.0,0.0,0.0,0.0
a35697950fff219703a84b7e99459881,0.0,0.0,0.0,0.0
69a27e72e72745cac925e5405dd2a8ac,0.0,0.0,0.0,0.0
cd689badb84710e22166e1d377890ddd,0.0,0.1039079017937183,0.0,0.1039079017937183
e21f94dcbf753b28014ad27f6b806bed,1.0,0.0,0.0,0.0
c710901947bf388fb84247da028e6ae3,1.0,0.0,0.0,0.0
5857992fd6ba9f3d876f1906b5d407df,1.0,0.1923004221171138,0.0,0.1923004221171138
6ab9e60b333785bf80d0143e6aaa6ec5,1.0,0.0,0.0,0.0
14d9c9fc36a7331928bbfbfd89d0ed12,0.0,0.0,0.0,0.0
c6ed7a797b426df97854dcf6e177a97f,0.0,0.0,0.0,0.0
af455dba16dbd8a77c504d923af1e66d,0.0,0.0,0.0,0.0
0269d8fb95ec239d709fe70f6cc4f64b,1.0,0.0,0.0,0.0
56f7194843dd1e8140eadf28ead6d191,1.0,0.0,0.0,0.0
9e19fe6a37da57d6c658c8e3b5555ca5,0.0,0.0,0.0,0.0
